lr,batch_size,epoch,wxh-stride,acc,loss,trial_num
0.01,64.0,20.0,15x15-10,1.0,0.0021902374800346373,4.5
0.01,64.0,20.0,20x20-10,1.0,0.0017544991563126031,4.5
0.01,64.0,20.0,25x25-10,1.0,0.0018145671752588695,4.5
0.01,64.0,20.0,5x60-10,0.9100185528756958,0.24651526030566956,4.5
0.01,128.0,10.0,15x15-10,0.9988970588235293,0.011234195050783454,4.5
0.01,128.0,10.0,20x20-10,1.0,0.01215686619281769,4.5
0.01,128.0,10.0,25x25-10,0.9996116504854371,0.014574102964252234,4.5
0.01,128.0,10.0,5x60-10,0.8534322820037106,0.39287221193313604,4.5
0.01,128.0,15.0,15x15-10,0.9998161764705882,0.00652426524553448,4.5
0.01,128.0,15.0,20x20-10,1.0,0.006748779225163162,4.5
0.01,128.0,15.0,25x25-10,1.0,0.007114478645380587,4.5
0.01,128.0,15.0,5x60-10,0.8855287569573284,0.3078966182470322,4.5
0.01,128.0,20.0,15x15-10,0.9994485294117647,0.005256985905580222,4.5
0.01,128.0,20.0,20x20-10,1.0,0.004269050480797887,4.5
0.01,128.0,20.0,25x25-10,1.0,0.00467364482145058,4.5
0.01,128.0,20.0,5x60-10,0.8658627087198514,0.36073419190943234,4.5
